iter	Logloss
476	0.2834668317
477	0.283314876
478	0.2830771469
479	0.2829337624
480	0.2827623213
481	0.2825120288
482	0.2822911852
483	0.2821356017
484	0.2819500584
485	0.2817068128
486	0.2815841773
487	0.2814705965
488	0.281360723
489	0.2812663183
490	0.2811946142
491	0.2810181408
492	0.2808640591
493	0.2807332979
494	0.2805954172
495	0.2804738612
496	0.280308865
497	0.2801865992
498	0.2799681459
499	0.2798896741
500	0.2797570812
501	0.2796286989
502	0.2794933876
503	0.2793511385
504	0.2792229399
505	0.2790984205
506	0.2789754983
507	0.278775685
508	0.278681518
509	0.2785346675
510	0.2783872459
511	0.27819668
512	0.2779049865
513	0.2776745274
514	0.2775007553
515	0.277271114
516	0.2770959539
517	0.2768591343
518	0.2766545426
519	0.2764609404
520	0.2762625994
521	0.2761635024
522	0.2759956898
523	0.2759131381
524	0.2757988676
525	0.2756283761
526	0.2753759158
527	0.2751764883
528	0.2750536366
529	0.2748391058
530	0.2745998138
531	0.2744668078
532	0.274359911
533	0.2742112134
534	0.2740517983
535	0.2739797859
536	0.2738445948
537	0.2737372449
538	0.2735120348
539	0.2733756295
540	0.2732748604
541	0.2731899419
542	0.2729699146
543	0.2727886572
544	0.2726823264
545	0.2725047821
546	0.2723689549
547	0.2722782526
548	0.272180135
549	0.2720537772
550	0.2719302735
551	0.271758405
552	0.271651496
553	0.2714334355
554	0.2713222741
555	0.2712132961
556	0.2710542093
557	0.2709063192
558	0.2706367066
559	0.2705303206
560	0.2704500179
561	0.2703333394
562	0.2701497115
563	0.2700463494
564	0.2698730791
565	0.2696752452
566	0.2694852536
567	0.2693886346
568	0.2691900627
569	0.2690348976
570	0.2688884988
571	0.2688157041
572	0.2687217953
573	0.268518203
574	0.268374381
575	0.2681935095
576	0.2680930149
577	0.2679376259
578	0.2677266008
579	0.2675564232
580	0.2673262659
581	0.2671658231
582	0.266943269
583	0.2668120852
584	0.2666325866
585	0.2664828885
586	0.2663485774
587	0.2662749212
588	0.2661607247
589	0.265933491
590	0.265802768
591	0.265664293
592	0.2655987929
593	0.2654655337
594	0.2652502838
595	0.2650919971
596	0.2649173486
597	0.2648473607
598	0.2646041453
599	0.264436213
600	0.2643360735
601	0.2642476792
602	0.2641197915
603	0.2640472484
604	0.2638427306
605	0.2637448145
606	0.2635882298
607	0.2634814265
608	0.2632856328
609	0.2631548799
610	0.2629687674
611	0.2628169279
612	0.2626807818
613	0.2624677107
614	0.2623166388
615	0.2622367178
616	0.2620806687
617	0.2619465213
618	0.2617830807
619	0.2616610999
620	0.2615791194
621	0.2614846575
622	0.2614088253
623	0.2612339162
624	0.2611410956
625	0.2610496693
626	0.2608542071
627	0.260755097
628	0.2606308222
629	0.2604794878
630	0.2603829647
631	0.2602449281
632	0.2601681825
633	0.2600761536
634	0.2599669228
635	0.2598004992
636	0.2596048099
637	0.259516403
638	0.2594426233
639	0.2592603842
640	0.2590383137
641	0.2588754391
642	0.25869967
643	0.2585237066
644	0.2584621249
645	0.2583174458
646	0.2581369211
647	0.2579010273
648	0.2577114042
649	0.2575798429
650	0.2574370888
651	0.257241951
652	0.2571368578
653	0.257007663
654	0.2568419776
655	0.2567129196
656	0.2565747096
657	0.2564628598
658	0.256305178
659	0.2561962699
660	0.2560896426
661	0.2560323975
662	0.2558892849
663	0.2558160314
664	0.2557644364
665	0.2556375064
666	0.2554442963
667	0.2553944793
668	0.2552512144
669	0.2550995577
670	0.2549459125
671	0.2548460699
672	0.2547089559
673	0.2545122311
674	0.2544502493
675	0.2543047271
676	0.2542096128
677	0.254149992
678	0.2539439134
679	0.2538115025
680	0.2535741306
681	0.2534858981
682	0.2534162304
683	0.2533469819
684	0.2532429496
685	0.2530757858
686	0.2530229545
687	0.2527147979
688	0.2525772461
689	0.2524179887
690	0.2522775513
691	0.2521878839
692	0.2520144268
693	0.2518688482
694	0.2517778222
695	0.2516522795
696	0.2515441974
697	0.2514144921
698	0.2512969314
699	0.2511562657
700	0.2509400358
701	0.2508662835
702	0.2507673279
703	0.2506189631
704	0.250420928
705	0.2502573605
706	0.2500682913
707	0.2498827206
708	0.2497194015
709	0.2495985273
710	0.2495078922
711	0.2493649984
712	0.2492516241
713	0.2490909728
714	0.2490643583
715	0.2489705911
716	0.2487957584
717	0.2486069679
718	0.2484711965
719	0.24838009
720	0.2483272172
721	0.2481846093
722	0.2480433647
723	0.2478100346
724	0.2477101589
725	0.2475133407
726	0.2473749669
727	0.2472855502
728	0.2471511676
729	0.2470108265
730	0.2468820169
731	0.2467301775
732	0.2466595678
733	0.2465724964
734	0.2464935325
735	0.2463903882
736	0.2462572153
737	0.2461529319
738	0.2459598426
739	0.2458315101
740	0.2457377883
741	0.2455819595
742	0.245489535
743	0.2454297125
744	0.2453084554
745	0.2451568719
746	0.2449578523
747	0.2447943521
748	0.2446731528
749	0.2445605368
750	0.2444241187
751	0.2442745553
752	0.2441222258
753	0.2439676028
754	0.2438984096
755	0.2437703426
756	0.2436718212
757	0.2435348625
758	0.2434211403
759	0.2433438602
760	0.2431952657
761	0.2430338389
762	0.242899262
763	0.2427968893
764	0.2426032902
765	0.2424260969
766	0.2423486805
767	0.2422284237
768	0.2420648336
769	0.2419388224
770	0.2417821959
771	0.2416608064
772	0.241488153
773	0.2413341236
774	0.2411661982
775	0.2411076315
776	0.2409963323
777	0.2408771482
778	0.2407655621
779	0.2407090827
780	0.240549598
781	0.2404124675
782	0.2402239031
783	0.2400305842
784	0.2399164569
785	0.2397177823
786	0.239561192
787	0.2394622664
788	0.2392890025
789	0.23913257
790	0.2389550646
791	0.2387721351
792	0.2386270576
793	0.238465564
794	0.2384174908
795	0.2382734247
796	0.2382068704
797	0.238120352
798	0.2380059901
799	0.2378042485
800	0.2376380608
801	0.2375885549
802	0.2374918131
803	0.2373568179
804	0.2371909795
805	0.2370607807
806	0.2368616238
807	0.2368089573
808	0.2366787126
809	0.2366306812
810	0.23651925
811	0.2363893207
812	0.2362446676
813	0.2361180837
814	0.2359926063
815	0.2358144172
816	0.2356982533
817	0.2355447179
818	0.2353755422
819	0.2351940397
820	0.2350846461
821	0.2349338413
822	0.2348340527
823	0.2346856473
824	0.234490922
825	0.2343644772
826	0.2342030109
827	0.2341376013
828	0.2340259281
829	0.2338454454
830	0.2337578538
831	0.2337000533
832	0.2336463438
833	0.2334534584
834	0.2333052166
835	0.2331338017
836	0.2330918775
837	0.2330124242
838	0.2328030605
839	0.2325982866
840	0.2325290602
841	0.2323347492
842	0.2322641425
843	0.2321232687
844	0.2319783129
845	0.2318347706
846	0.2316943895
847	0.2315933324
848	0.231456042
849	0.2312636545
850	0.2311947398
851	0.2310169011
852	0.2308707083
853	0.230750063
854	0.2306508419
855	0.2304534132
856	0.2302936626
857	0.2301292531
858	0.2300101165
859	0.2298703685
860	0.2297238036
861	0.2296735682
862	0.2295255079
863	0.2294439302
864	0.2294102377
865	0.2292524896
866	0.2290852452
867	0.2289436561
868	0.2288271552
869	0.2287804882
870	0.2285770584
871	0.2284070628
872	0.2282776222
873	0.2281374956
874	0.2279942754
875	0.2278585716
876	0.2277634576
877	0.227668872
878	0.2275010783
879	0.2273826979
880	0.2272396625
881	0.2271369472
882	0.2270778416
883	0.2269791943
884	0.2269066183
885	0.2268413909
886	0.2267836216
887	0.2266849464
888	0.2265116393
889	0.2264476573
890	0.2263656718
891	0.2261710396
892	0.2260949371
893	0.2259514053
894	0.2258238654
895	0.2257331143
896	0.225590835
897	0.2255250871
898	0.2253815229
899	0.225269281
900	0.2252001943
901	0.2251321048
902	0.2250026001
903	0.2248598099
904	0.2247495961
905	0.2246289337
906	0.2245308421
907	0.2243912867
908	0.2242922294
909	0.224183531
910	0.2240876011
911	0.2239792144
912	0.2238659964
913	0.2237318854
914	0.2235352747
915	0.223452872
916	0.2233304282
917	0.2232362437
918	0.2231571576
919	0.2231099213
920	0.2229547381
921	0.2229157332
922	0.2228034756
923	0.2226546452
924	0.2225197848
925	0.2224180316
926	0.2222958843
927	0.2222476786
928	0.2221088662
929	0.2219657507
930	0.2217874882
931	0.2216333388
932	0.2214899543
933	0.2214194753
934	0.2213768554
935	0.2213160462
936	0.2211806063
937	0.2209983158
938	0.220914565
939	0.2208148885
940	0.2206834825
941	0.2205769382
942	0.2204314959
943	0.2203359353
944	0.2202503563
945	0.2201216206
946	0.2200213451
947	0.2199111268
948	0.2197497622
949	0.2196474269
950	0.2195945547
951	0.219550015
952	0.2194674117
953	0.2193401261
954	0.2192427514
955	0.2191488683
956	0.2190405354
957	0.2190062325
958	0.2189491702
959	0.218913875
960	0.2187733111
961	0.2186128584
962	0.2185576578
963	0.2184888476
964	0.2184399185
965	0.2183178219
966	0.2181884888
967	0.2180771973
968	0.2179621965
969	0.2178585675
970	0.2176645685
971	0.217602916
972	0.2174555541
973	0.2173085043
974	0.2172077943
975	0.2171114516
976	0.2169901051
977	0.2169099622
978	0.2167772219
979	0.2165711672
980	0.2164683064
981	0.2163893544
982	0.2163153768
983	0.2162436733
984	0.2161680344
985	0.2161024153
986	0.2159843177
987	0.2158848386
988	0.2157824821
989	0.2155877248
990	0.2155148024
991	0.2153436578
992	0.2152683528
993	0.2151904799
994	0.2150523811
995	0.2149423468
996	0.2147853947
997	0.2146213501
998	0.2145601047
999	0.2144964426
